100	GO:0000429	GO:0006814
100	GO:0010518	GO:0071799
100	GO:0010453	GO:0036089
100	GO:0034311	GO:2000753
100	GO:0090114	GO:0099518
100	GO:0036294	GO:0043113
100	GO:0006865	GO:0048741
100	GO:0072095	GO:1904958
100	GO:0060613	GO:1903305
100	GO:0042492	GO:1904156
100	GO:0006862	GO:0035759
100	GO:0015807	GO:1901684
100	GO:0003163	GO:0150127
100	GO:0042631	GO:0070173
100	GO:0070979	GO:1900426
100	GO:0009584	GO:1902298
100	GO:0008589	GO:0071868
100	GO:0070383	GO:0106072
100	GO:0140973	GO:1905461
100	GO:0007198	GO:0032345
100	GO:0009249	GO:0046174
100	GO:0045112	GO:1902746
100	GO:0002408	GO:0090592
100	GO:0106120	GO:1902046
100	GO:0001581	GO:0097267
100	GO:0098963	GO:1905673
100	GO:0051783	GO:0072356
100	GO:0043313	GO:2000196
100	GO:0001955	GO:2000232
100	GO:0042401	GO:0120076
100	GO:0070207	GO:2000278
100	GO:1902856	GO:1905349
100	GO:0010982	GO:0060268
100	GO:0043524	GO:2000284
100	GO:0003358	GO:2000347
100	GO:0046059	GO:0050960
100	GO:0006006	GO:1902742
100	GO:0042744	GO:0043367
100	GO:0021847	GO:2001124
100	GO:0019682	GO:0034260
100	GO:0070813	GO:1903723
100	GO:1903224	GO:2000672
100	GO:1901671	GO:1903170
100	GO:0010667	GO:0033615
100	GO:0007020	GO:0051685
100	GO:0051054	GO:1990168
100	GO:0061713	GO:1900078
100	GO:1901340	GO:2000272
100	GO:0097742	GO:0098937
100	GO:0044458	GO:0060809
100	GO:0007525	GO:0045959
100	GO:0060561	GO:1903842
100	GO:0045010	GO:0060340
100	GO:0003150	GO:0048105
100	GO:0001921	GO:0061966
100	GO:0071650	GO:1905523
100	GO:0060046	GO:0090120
100	GO:0006469	GO:2000724
100	GO:0048384	GO:1902822
100	GO:0010469	GO:1900126
100	GO:0045007	GO:1904101
100	GO:0030330	GO:1903749
100	GO:0002091	GO:1905651
100	GO:0061304	GO:0098703
100	GO:0060392	GO:1904328
100	GO:0050731	GO:0060456
100	GO:0010594	GO:0032711
100	GO:0071455	GO:2000566
100	GO:0017185	GO:1903774
100	GO:0086042	GO:2000181
100	GO:0003032	GO:0006996
100	GO:0000972	GO:1904101
100	GO:0098849	GO:1905897
100	GO:0018208	GO:0034605
100	GO:0048683	GO:0061757
100	GO:0046322	GO:0071939
100	GO:0014016	GO:1990090
100	GO:0042148	GO:1900099
100	GO:0015770	GO:0033622
100	GO:0045794	GO:0090134
100	GO:0010642	GO:0044571
100	GO:0071578	GO:2000811
100	GO:0035573	GO:0046470
100	GO:0031048	GO:0070681
100	GO:0007140	GO:1904153
100	GO:1900019	GO:2001135
100	GO:0030299	GO:0035384
100	GO:0072141	GO:0099607
100	GO:0019941	GO:0097376
100	GO:0043615	GO:0071874
100	GO:0062030	GO:1902893
100	GO:0060318	GO:0071386
100	GO:0014809	GO:1904401
100	GO:0060939	GO:1903862
100	GO:0061097	GO:0098815
100	GO:0051123	GO:0072488
100	GO:0051346	GO:0120322
100	GO:0007080	GO:0045683
100	GO:0002076	GO:0002833
100	GO:0008612	GO:1904735
300	GO:0010629	GO:0032738
300	GO:0007094	GO:0051897
300	GO:0070861	GO:2000827
300	GO:0001821	GO:0070493
300	GO:1902459	GO:1903945
300	GO:0072173	GO:1990627
300	GO:0106028	GO:1990683
300	GO:0006650	GO:0006808
300	GO:0000966	GO:0002577
300	GO:0032307	GO:0046460
300	GO:0021934	GO:1904538
300	GO:0043065	GO:1902108
300	GO:0003029	GO:1901986
300	GO:1900047	GO:1903242
300	GO:0030177	GO:0098939
300	GO:0050665	GO:2000718
300	GO:0140633	GO:1902041
300	GO:0008348	GO:0097184
300	GO:0003165	GO:0044089
300	GO:0015697	GO:0045764
300	GO:0030913	GO:0051970
300	GO:0032672	GO:0061030
300	GO:0010310	GO:2000351
300	GO:0002086	GO:0016562
300	GO:0010559	GO:0032805
300	GO:0016487	GO:0098530
300	GO:0003341	GO:0030952
300	GO:0060471	GO:0090176
300	GO:0006241	GO:0010647
300	GO:0042789	GO:0140459
300	GO:0033622	GO:2000676
300	GO:0038194	GO:0097378
300	GO:0060966	GO:1905793
300	GO:0015857	GO:1901318
300	GO:0032053	GO:1904149
300	GO:0006862	GO:0106090
300	GO:0045643	GO:0090031
300	GO:0010716	GO:1904746
300	GO:0010799	GO:0033005
300	GO:0032901	GO:0045124
300	GO:0061691	GO:0072189
300	GO:0030808	GO:1904187
300	GO:0000296	GO:0060232
300	GO:0044057	GO:0048254
300	GO:0035112	GO:0106074
300	GO:0032496	GO:0042327
300	GO:0032274	GO:0034205
300	GO:0042938	GO:0050658
300	GO:0005981	GO:0034374
300	GO:0009440	GO:0060685
300	GO:0034367	GO:1904872
300	GO:0003413	GO:0014745
300	GO:0002548	GO:2001107
300	GO:0098987	GO:1905483
300	GO:0060268	GO:2000797
300	GO:0001787	GO:0016102
300	GO:0014015	GO:1905024
300	GO:1900543	GO:2000765
300	GO:0032324	GO:0046533
300	GO:0060313	GO:0086012
300	GO:0036037	GO:0061670
300	GO:0030162	GO:0071451
300	GO:0036112	GO:0090737
300	GO:0040034	GO:0160244
300	GO:0061038	GO:0090497
300	GO:0002675	GO:0051447
300	GO:0043392	GO:0170033
300	GO:0006587	GO:0015942
300	GO:0006498	GO:0045659
300	GO:0030578	GO:1904289
300	GO:0006817	GO:0060264
300	GO:0009804	GO:1901082
300	GO:0006108	GO:0010838
300	GO:0070426	GO:0072224
300	GO:0030091	GO:0032474
300	GO:0002684	GO:1990592
300	GO:0140466	GO:1904430
300	GO:0009128	GO:0044396
300	GO:0048339	GO:2000103
300	GO:0000768	GO:0007495
300	GO:0035799	GO:0050882
300	GO:0032597	GO:1903909
300	GO:0015723	GO:0032671
300	GO:0051030	GO:0099174
300	GO:0034014	GO:0042908
300	GO:0006543	GO:0070874
300	GO:0003222	GO:2000532
300	GO:0060370	GO:1901465
300	GO:0010044	GO:0043094
300	GO:0060936	GO:1904705
300	GO:0034310	GO:1904093
300	GO:0010585	GO:2000786
300	GO:0034776	GO:0106088
300	GO:0003108	GO:0007113
300	GO:0032053	GO:0099039
300	GO:0019483	GO:1901678
300	GO:0001658	GO:0043506
300	GO:0032746	GO:1902220
300	GO:0046322	GO:2000501
300	GO:0043570	GO:1904711
300	GO:0046464	GO:1990784
300	GO:0009435	GO:1905062
300	GO:0032543	GO:0097117
300	GO:0002336	GO:0014866
300	GO:0045662	GO:0048284
300	GO:0045623	GO:2000121
300	GO:0003177	GO:0019276
300	GO:0010893	GO:0015747
300	GO:0010034	GO:1902031
300	GO:0051252	GO:0071277
300	GO:0007193	GO:1905443
300	GO:0043267	GO:0150116
300	GO:0003215	GO:0060218
300	GO:0002854	GO:0007612
300	GO:0035964	GO:0060489
300	GO:0015694	GO:0042309
300	GO:0003311	GO:0060490
300	GO:1900226	GO:2001017
300	GO:0006256	GO:0051402
300	GO:0060128	GO:0071344
300	GO:0046425	GO:0150146
300	GO:0007041	GO:1901656
300	GO:0048613	GO:2000435
300	GO:0007188	GO:0034140
300	GO:0051930	GO:0072656
300	GO:0035268	GO:0060765
300	GO:0016050	GO:1904556
300	GO:0007165	GO:0070862
300	GO:0006787	GO:0061999
300	GO:0060435	GO:1901164
300	GO:0071038	GO:0140050
300	GO:0030041	GO:1903311
300	GO:0045797	GO:0048557
300	GO:1904851	GO:2001294
300	GO:0001574	GO:0050650
300	GO:0006983	GO:1905784
300	GO:0000481	GO:0034551
300	GO:0046320	GO:1902362
300	GO:0015936	GO:1900749
300	GO:0048241	GO:0072344
300	GO:0032499	GO:0097326
300	GO:0046294	GO:0047484
300	GO:0001960	GO:0043378
300	GO:0034397	GO:0050994
300	GO:0043649	GO:1901506
300	GO:0072210	GO:2000592
300	GO:0014013	GO:1902075
300	GO:0038089	GO:0055007
300	GO:0006021	GO:2001311
300	GO:0006398	GO:1903434
300	GO:0007512	GO:0062126
300	GO:0014736	GO:1904479
300	GO:0016098	GO:1901161
300	GO:0045905	GO:2000304
300	GO:0038193	GO:0043578
300	GO:0002580	GO:0003274
300	GO:0033320	GO:0038093
300	GO:0002949	GO:0003289
300	GO:0006210	GO:2000252
300	GO:0009100	GO:2000522
300	GO:0097744	GO:0140066
300	GO:0032218	GO:0070669
300	GO:0035356	GO:2000524
300	GO:0070296	GO:0098742
300	GO:0048194	GO:1903028
300	GO:0032341	GO:0055006
300	GO:0035542	GO:0035691
300	GO:0051943	GO:2000066
300	GO:0003415	GO:0098923
300	GO:0035914	GO:0060219
300	GO:0042701	GO:0048524
300	GO:0061209	GO:1990611
300	GO:0006677	GO:0034626
300	GO:0032979	GO:0035544
300	GO:0036323	GO:0090290
300	GO:0018063	GO:0061886
300	GO:0014003	GO:1901732
300	GO:0010155	GO:1902955
300	GO:0010961	GO:0160054
300	GO:0071679	GO:1901211
300	GO:0014916	GO:2000174
300	GO:0150093	GO:2001107
300	GO:0070306	GO:1900098
300	GO:0017143	GO:0072554
300	GO:0070417	GO:0090175
300	GO:0070254	GO:1905808
300	GO:0051612	GO:0099054
300	GO:0060853	GO:1990960
300	GO:0010966	GO:1903531
300	GO:0031103	GO:0034275
300	GO:0001111	GO:0008212
300	GO:0033132	GO:0043470
300	GO:1904151	GO:1990438
300	GO:0005998	GO:0072706
